año,mes,dia,hora(utc),altura(mm)
2016,2,16,19,198 
2016,2,16,20,2 
2016,2,16,21,-49 
2016,2,16,22,57 
2016,2,16,23,302 
2016,2,17,0,633 
2016,2,17,1,968 
2016,2,17,2,1230 
2016,2,17,3,1364 
2016,2,17,4,1336 
2016,2,17,5,1147 
2016,2,17,6,853 
2016,2,17,7,528 
2016,2,17,8,240 
2016,2,17,9,54 
2016,2,17,10,14 
2016,2,17,11,124 
2016,2,17,12,345 
2016,2,17,13,619 
2016,2,17,14,877 
2016,2,17,15,1044 
2016,2,17,16,1075 
2016,2,17,17,970 
2016,2,17,18,760 
2016,2,17,19,493 
2016,2,17,20,239 
2016,2,17,21,73 
2016,2,17,22,33 
2016,2,17,23,126 
2016,2,18,0,341 
2016,2,18,1,636 
2016,2,18,2,938 
2016,2,18,3,1175 
2016,2,18,4,1294 
2016,2,18,5,1264 
2016,2,18,6,1094 
2016,2,18,7,831 
2016,2,18,8,535 
2016,2,18,9,268 
2016,2,18,10,94 
2016,2,18,11,53 
2016,2,18,12,142 
2016,2,18,13,334 
2016,2,18,14,586 
2016,2,18,15,828 
2016,2,18,16,987 
2016,2,18,17,1022 
2016,2,18,18,936 
2016,2,18,19,752 
2016,2,18,20,512 
2016,2,18,21,284 
2016,2,18,22,131 
2016,2,18,23,86 
2016,2,19,0,160 
2016,2,19,1,354 
2016,2,19,2,628 
2016,2,19,3,912 
2016,2,19,4,1135 
2016,2,19,5,1250 
2016,2,19,6,1227 
2016,2,19,7,1072 
2016,2,19,8,827 
2016,2,19,9,544 
2016,2,19,10,285 
2016,2,19,11,113 
2016,2,19,12,62 
2016,2,19,13,134 
2016,2,19,14,316 
2016,2,19,15,564 
2016,2,19,16,805 
2016,2,19,17,964 
2016,2,19,18,1008 
2016,2,19,19,936 
2016,2,19,20,766 
2016,2,19,21,538 
2016,2,19,22,318 
2016,2,19,23,161 
2016,2,20,0,101 
2016,2,20,1,163 
2016,2,20,2,350 
2016,2,20,3,618 
2016,2,20,4,896 
2016,2,20,5,1120 
2016,2,20,6,1238 
2016,2,20,7,1220 
2016,2,20,8,1070 
2016,2,20,9,827 
2016,2,20,10,542 
2016,2,20,11,279 
2016,2,20,12,100 
2016,2,20,13,42 
2016,2,20,14,115 
2016,2,20,15,307 
2016,2,20,16,570 
2016,2,20,17,819 
2016,2,20,18,985 
2016,2,20,19,1036 
2016,2,20,20,967 
2016,2,20,21,794 
2016,2,20,22,560 
2016,2,20,23,329 
2016,2,21,0,156 
2016,2,21,1,85 
2016,2,21,2,148 
2016,2,21,3,341 
2016,2,21,4,614 
2016,2,21,5,899 
2016,2,21,6,1132 
2016,2,21,7,1253 
2016,2,21,8,1228 
2016,2,21,9,1067 
2016,2,21,10,812 
2016,2,21,11,513 
2016,2,21,12,238 
2016,2,21,13,56 
2016,2,21,14,7 
2016,2,21,15,103 
2016,2,21,16,324 
2016,2,21,17,611 
2016,2,21,18,875 
2016,2,21,19,1047 
2016,2,21,20,1095 
2016,2,21,21,1014 
2016,2,21,22,821 
2016,2,21,23,565 
2016,2,22,0,312 
2016,2,22,1,124 
2016,2,22,2,54 
2016,2,22,3,131 
2016,2,22,4,339 
2016,2,22,5,627 
2016,2,22,6,927 
2016,2,22,7,1168 
2016,2,22,8,1279 
2016,2,22,9,1231 
2016,2,22,10,1046 
2016,2,22,11,767 
2016,2,22,12,447 
2016,2,22,13,164 
2016,2,22,14,-5 
2016,2,22,15,-23 
2016,2,22,16,114 
2016,2,22,17,376 
2016,2,22,18,691 
2016,2,22,19,967 
2016,2,22,20,1136 
2016,2,22,21,1167 
2016,2,22,22,1057 
2016,2,22,23,830 
2016,2,23,0,543 
2016,2,23,1,269 
2016,2,23,2,79 
2016,2,23,3,25 
2016,2,23,4,126 
2016,2,23,5,359 
2016,2,23,6,668 
2016,2,23,7,982 
2016,2,23,8,1214 
2016,2,23,9,1295 
2016,2,23,10,1211 
2016,2,23,11,994 
2016,2,23,12,684 
2016,2,23,13,346 
2016,2,23,14,72 
2016,2,23,15,-62 
2016,2,23,16,-29 
2016,2,23,17,159 
2016,2,23,18,463 
2016,2,23,19,801 
2016,2,23,20,1078 
2016,2,23,21,1228 
2016,2,23,22,1224 
2016,2,23,23,1071 
2016,2,24,0,804 
2016,2,24,1,490 
2016,2,24,2,209 
2016,2,24,3,34 
2016,2,24,4,11 
2016,2,24,5,147 
2016,2,24,6,410 
2016,2,24,7,739 
2016,2,24,8,1052 
2016,2,24,9,1255 
2016,2,24,10,1290 
2016,2,24,11,1162 
2016,2,24,12,905 
2016,2,24,13,566 
2016,2,24,14,226 
2016,2,24,15,-14 
2016,2,24,16,-92 
2016,2,24,17,-1 
2016,2,24,18,241 
2016,2,24,19,581 
2016,2,24,20,929 
2016,2,24,21,1187 
2016,2,24,22,1297 
2016,2,24,23,1242 
2016,2,25,0,1039 
2016,2,25,1,737 
2016,2,25,2,410 
2016,2,25,3,142 
2016,2,25,4,1 
2016,2,25,5,22 
2016,2,25,6,201 
2016,2,25,7,494 
2016,2,25,8,831 
2016,2,25,9,1121 
2016,2,25,10,1276 
2016,2,25,11,1256 
2016,2,25,12,1078 
2016,2,25,13,783 
2016,2,25,14,429 
2016,2,25,15,114 
2016,2,25,16,-71 
2016,2,25,17,-84 
2016,2,25,18,67 
2016,2,25,19,357 
2016,2,25,20,720 
2016,2,25,21,1053 
2016,2,25,22,1268 
2016,2,25,23,1322 
2016,2,26,0,1209 
2016,2,26,1,960 
2016,2,26,2,634 
2016,2,26,3,314 
2016,2,26,4,79 
2016,2,26,5,-12 
2016,2,26,6,63 
2016,2,26,7,285 
2016,2,26,8,599 
2016,2,26,9,924 
2016,2,26,10,1172 
2016,2,26,11,1267 
2016,2,26,12,1189 
2016,2,26,13,963 
2016,2,26,14,641 
2016,2,26,15,298 
2016,2,26,16,31 
2016,2,26,17,-86 
2016,2,26,18,-35 
2016,2,26,19,173 
2016,2,26,20,499 
2016,2,26,21,860 
2016,2,26,22,1153 
2016,2,26,23,1307 
2016,2,27,0,1297 
2016,2,27,1,1129 
2016,2,27,2,843 
2016,2,27,3,513 
2016,2,27,4,220 
2016,2,27,5,34 
2016,2,27,6,1 
2016,2,27,7,131 
2016,2,27,8,388 
2016,2,27,9,703 
2016,2,27,10,998 
2016,2,27,11,1191 
2016,2,27,12,1223 
2016,2,27,13,1089 
2016,2,27,14,827 
2016,2,27,15,502 
2016,2,27,16,194 
2016,2,27,17,-12 
2016,2,27,18,-62 
2016,2,27,19,50 
2016,2,27,20,305 
2016,2,27,21,647 
2016,2,27,22,979 
2016,2,27,23,1213 
2016,2,28,0,1303 
2016,2,28,1,1232 
2016,2,28,2,1016 
2016,2,28,3,710 
2016,2,28,4,396 
2016,2,28,5,145 
2016,2,28,6,15 
2016,2,28,7,42 
2016,2,28,8,218 
2016,2,28,9,491 
2016,2,28,10,789 
2016,2,28,11,1038 
2016,2,28,12,1171 
2016,2,28,13,1144 
2016,2,28,14,966 
2016,2,28,15,689 
2016,2,28,16,383 
2016,2,28,17,125 
2016,2,28,18,-17 
2016,2,28,19,-6 
2016,2,28,20,159 
2016,2,28,21,445 
2016,2,28,22,776 
2016,2,28,23,1060 
2016,2,29,0,1232 
2016,2,29,1,1264 
2016,2,29,2,1142 
2016,2,29,3,893 
2016,2,29,4,588 
2016,2,29,5,305 
2016,2,29,6,104 
2016,2,29,7,29 
2016,2,29,8,104 
2016,2,29,9,308 
2016,2,29,10,577 
2016,2,29,11,841 
2016,2,29,12,1040 
2016,2,29,13,1116 
2016,2,29,14,1041 
2016,2,29,15,838 
2016,2,29,16,567 
2016,2,29,17,296 
2016,2,29,18,90 
2016,2,29,19,6 
2016,2,29,20,71 
2016,2,29,21,275 
2016,2,29,22,568 
2016,2,29,23,868 
2016,3,1,0,1099 
2016,3,1,1,1219 
2016,3,1,2,1204 
2016,3,1,3,1045 
2016,3,1,4,783 
2016,3,1,5,498 
2016,3,1,6,255 
2016,3,1,7,99 
2016,3,1,8,68 
2016,3,1,9,177 
2016,3,1,10,387 
2016,3,1,11,634 
2016,3,1,12,859 
2016,3,1,13,1010 
2016,3,1,14,1040 
2016,3,1,15,933 
2016,3,1,16,725 
2016,3,1,17,475 
2016,3,1,18,242 
2016,3,1,19,84 
2016,3,1,20,49 
2016,3,1,21,154 
2016,3,1,22,376 
2016,3,1,23,656 
2016,3,2,0,918 
2016,3,2,1,1107 
2016,3,2,2,1188 
2016,3,2,3,1138 
2016,3,2,4,957 
2016,3,2,5,701 
2016,3,2,6,445 
2016,3,2,7,239 
2016,3,2,8,118 
2016,3,2,9,119 
2016,3,2,10,244 
2016,3,2,11,446 
2016,3,2,12,664 
2016,3,2,13,852 
2016,3,2,14,965 
2016,3,2,15,963 
2016,3,2,16,844 
2016,3,2,17,644 
2016,3,2,18,417 
2016,3,2,19,217 
2016,3,2,20,97 
2016,3,2,21,99 
2016,3,2,22,226 
2016,3,2,23,448 
2016,3,3,0,707 
2016,3,3,1,940 
2016,3,3,2,1098 
2016,3,3,3,1152 
2016,3,3,4,1079 
2016,3,3,5,893 
2016,3,3,6,654 
2016,3,3,7,423 
2016,3,3,8,241 
2016,3,3,9,143 
2016,3,3,10,164 
2016,3,3,11,292 
2016,3,3,12,477 
2016,3,3,13,673 
2016,3,3,14,837 
2016,3,3,15,928 
2016,3,3,16,910 
2016,3,3,17,789 
2016,3,3,18,600 
2016,3,3,19,390 
2016,3,3,20,212 
2016,3,3,21,119 
2016,3,3,22,140 
2016,3,3,23,272 
2016,3,4,0,488 
2016,3,4,1,734 
2016,3,4,2,949 
2016,3,4,3,1090 
2016,3,4,4,1127 
2016,3,4,5,1044 
2016,3,4,6,860 
2016,3,4,7,632 
2016,3,4,8,413 
2016,3,4,9,241 
2016,3,4,10,156 
2016,3,4,11,185 
2016,3,4,12,310 
2016,3,4,13,487 
2016,3,4,14,677 
2016,3,4,15,837 
2016,3,4,16,920 
2016,3,4,17,897 
2016,3,4,18,777 
2016,3,4,19,591 
2016,3,4,20,385 
2016,3,4,21,216 
2016,3,4,22,133 
2016,3,4,23,156 
2016,3,5,0,288 
2016,3,5,1,505 
2016,3,5,2,751 
2016,3,5,3,963 
2016,3,5,4,1096 
2016,3,5,5,1127 
2016,3,5,6,1039 
2016,3,5,7,852 
2016,3,5,8,620 
2016,3,5,9,394 
2016,3,5,10,220 
2016,3,5,11,138 
2016,3,5,12,171 
2016,3,5,13,301 
2016,3,5,14,491 
2016,3,5,15,698 
2016,3,5,16,869 
2016,3,5,17,954 
2016,3,5,18,931 
2016,3,5,19,806 
2016,3,5,20,608 
2016,3,5,21,390 
2016,3,5,22,212 
2016,3,5,23,120 
2016,3,6,0,140 
2016,3,6,1,279 
2016,3,6,2,511 
2016,3,6,3,771 
2016,3,6,4,990 
2016,3,6,5,1130 
2016,3,6,6,1161 
2016,3,6,7,1062 
2016,3,6,8,856 
2016,3,6,9,601 
2016,3,6,10,354 
2016,3,6,11,166 
2016,3,6,12,83 
2016,3,6,13,126 
2016,3,6,14,280 
2016,3,6,15,507 
2016,3,6,16,749 
2016,3,6,17,942 
2016,3,6,18,1036 
2016,3,6,19,1009 
2016,3,6,20,865 
2016,3,6,21,637 
2016,3,6,22,387 
2016,3,6,23,182 
2016,3,7,0,72 
2016,3,7,1,92 
2016,3,7,2,251 
2016,3,7,3,512 
2016,3,7,4,797 
2016,3,7,5,1039 
2016,3,7,6,1194 
2016,3,7,7,1222 
2016,3,7,8,1098 
2016,3,7,9,857 
2016,3,7,10,564 
2016,3,7,11,285 
2016,3,7,12,78 
2016,3,7,13,-3 
2016,3,7,14,67 
2016,3,7,15,268 
2016,3,7,16,549 
2016,3,7,17,838 
2016,3,7,18,1059 
2016,3,7,19,1161 
2016,3,7,20,1119 
2016,3,7,21,938 
2016,3,7,22,661 
2016,3,7,23,362 
2016,3,8,0,119 
2016,3,8,1,-7 
2016,3,8,2,23 
2016,3,8,3,214 
2016,3,8,4,512 
2016,3,8,5,835 
2016,3,8,6,1109 
2016,3,8,7,1280 
2016,3,8,8,1292 
2016,3,8,9,1130 
2016,3,8,10,843 
2016,3,8,11,504 
2016,3,8,12,187 
2016,3,8,13,-36 
2016,3,8,14,-100 
2016,3,8,15,15 
2016,3,8,16,278 
2016,3,8,17,623 
2016,3,8,18,961 
2016,3,8,19,1209 
2016,3,8,20,1310 
2016,3,8,21,1239 
2016,3,8,22,1005 
2016,3,8,23,666 
2016,3,9,0,311 
2016,3,9,1,31 
2016,3,9,2,-104 
2016,3,9,3,-54 
2016,3,9,4,175 
2016,3,9,5,517 
2016,3,9,6,884 
2016,3,9,7,1191 
2016,3,9,8,1366 
2016,3,9,9,1349 
2016,3,9,10,1143 
2016,3,9,11,807 
2016,3,9,12,419 
2016,3,9,13,67 
2016,3,9,14,-156 
2016,3,9,15,-185 
2016,3,9,16,-13 
2016,3,9,17,316 
2016,3,9,18,723 
2016,3,9,19,1106 
2016,3,9,20,1372 
2016,3,9,21,1459 
2016,3,9,22,1344 
2016,3,9,23,1049 
2016,3,10,0,646 
2016,3,10,1,241 
2016,3,10,2,-66 
2016,3,10,3,-199 
2016,3,10,4,-123 
2016,3,10,5,147 
2016,3,10,6,534 
2016,3,10,7,941 
2016,3,10,8,1268 
2016,3,10,9,1431 
2016,3,10,10,1378 
2016,3,10,11,1128 
2016,3,10,12,744 
2016,3,10,13,315 
2016,3,10,14,-54 
2016,3,10,15,-256 
2016,3,10,16,-238 
2016,3,10,17,-10 
2016,3,10,18,378 
2016,3,10,19,838 
2016,3,10,20,1252 
2016,3,10,21,1516 
2016,3,10,22,1574 
2016,3,10,23,1411 
2016,3,11,0,1058 
2016,3,11,1,603 
2016,3,11,2,164 
2016,3,11,3,-153 
2016,3,11,4,-272 
2016,3,11,5,-164 
2016,3,11,6,143 
2016,3,11,7,568 
2016,3,11,8,998 
2016,3,11,9,1325 
2016,3,11,10,1461 
2016,3,11,11,1371 
2016,3,11,12,1080 
2016,3,11,13,658 
2016,3,11,14,207 
2016,3,11,15,-151 
2016,3,11,16,-317 
2016,3,11,17,-254 
2016,3,11,18,21 
2016,3,11,19,457 
2016,3,11,20,951 
2016,3,11,21,1370 
2016,3,11,22,1613 
2016,3,11,23,1634 
2016,3,12,0,1425 
2016,3,12,1,1028 
2016,3,12,2,542 
2016,3,12,3,94 
2016,3,12,4,-211 
2016,3,12,5,-306 
2016,3,12,6,-166 
2016,3,12,7,171 
2016,3,12,8,615 
2016,3,12,9,1045 
2016,3,12,10,1350 
2016,3,12,11,1451 
2016,3,12,12,1325 
2016,3,12,13,1004 
2016,3,12,14,563 
2016,3,12,15,118 
2016,3,12,16,-208 
2016,3,12,17,-332 
2016,3,12,18,-231 
2016,3,12,19,79 
2016,3,12,20,542 
2016,3,12,21,1040 
2016,3,12,22,1434 
2016,3,12,23,1642 
2016,3,13,0,1626 
2016,3,13,1,1383 
2016,3,13,2,962 
2016,3,13,3,475 
2016,3,13,4,45 
2016,3,13,5,-231 
2016,3,13,6,-293 
2016,3,13,7,-125 
2016,3,13,8,227 
2016,3,13,9,666 
2016,3,13,10,1072 
2016,3,13,11,1340 
2016,3,13,12,1403 
2016,3,13,13,1248 
2016,3,13,14,911 
2016,3,13,15,478 
2016,3,13,16,66 
2016,3,13,17,-216 
2016,3,13,18,-302 
2016,3,13,19,-173 
2016,3,13,20,157 
2016,3,13,21,620 
2016,3,13,22,1087 
2016,3,13,23,1437 
2016,3,14,0,1604 
2016,3,14,1,1557 
2016,3,14,2,1293 
2016,3,14,3,874 
2016,3,14,4,414 
2016,3,14,5,25 
2016,3,14,6,-210 
2016,3,14,7,-237 
2016,3,14,8,-50 
2016,3,14,9,298 
2016,3,14,10,710 
2016,3,14,11,1074 
2016,3,14,12,1298 
2016,3,14,13,1325 
2016,3,14,14,1150 
2016,3,14,15,821 
2016,3,14,16,420 
2016,3,14,17,55 
2016,3,14,18,-181 
2016,3,14,19,-234 
2016,3,14,20,-87 
2016,3,14,21,244 
2016,3,14,22,676 
2016,3,14,23,1089 
2016,3,15,0,1387 
2016,3,15,1,1517 
2016,3,15,2,1445 
2016,3,15,3,1176 
2016,3,15,4,782 
2016,3,15,5,371 
2016,3,15,6,35 
2016,3,15,7,-156 
2016,3,15,8,-154 
2016,3,15,9,39 
2016,3,15,10,365 
2016,3,15,11,734 
2016,3,15,12,1049 
2016,3,15,13,1228 
2016,3,15,14,1227 
2016,3,15,15,1052 
2016,3,15,16,749 
2016,3,15,17,395 
2016,3,15,18,81 
2016,3,15,19,-113 
2016,3,15,20,-140 
2016,3,15,21,14 
2016,3,15,22,322 
2016,3,15,23,702 
2016,3,16,0,1056 
2016,3,16,1,1306 
2016,3,16,2,1404 
2016,3,16,3,1316 
2016,3,16,4,1059 
2016,3,16,5,709 
2016,3,16,6,354 
2016,3,16,7,68 
2016,3,16,8,-84 
2016,3,16,9,-62 
2016,3,16,10,121 
2016,3,16,11,411 
2016,3,16,12,733 
2016,3,16,13,1002 
2016,3,16,14,1146 
2016,3,16,15,1131 
2016,3,16,16,969 
2016,3,16,17,704 
2016,3,16,18,398 
2016,3,16,19,130 
2016,3,16,20,-28 
2016,3,16,21,-37 
2016,3,16,22,107 
2016,3,16,23,377 
2016,3,17,0,703 
2016,3,17,1,1005 
2016,3,17,2,1219 
2016,3,17,3,1291 
2016,3,17,4,1198 
2016,3,17,5,968 
2016,3,17,6,667 
2016,3,17,7,360 
2016,3,17,8,113 
2016,3,17,9,-11 
2016,3,17,10,17 
2016,3,17,11,179 
2016,3,17,12,431 
2016,3,17,13,712 
2016,3,17,14,946 
2016,3,17,15,1068 
2016,3,17,16,1054 
2016,3,17,17,916 
2016,3,17,18,687 
2016,3,17,19,421 
2016,3,17,20,191 
2016,3,17,21,57 
2016,3,17,22,49 
2016,3,17,23,173 
2016,3,18,0,404 
2016,3,18,1,688 
2016,3,18,2,955 
2016,3,18,3,1142 
2016,3,18,4,1201 
2016,3,18,5,1116 
2016,3,18,6,917 
2016,3,18,7,654 
2016,3,18,8,379 
2016,3,18,9,157 
2016,3,18,10,47 
2016,3,18,11,69 
2016,3,18,12,206 
2016,3,18,13,429 
2016,3,18,14,685 
2016,3,18,15,901 
2016,3,18,16,1016 
2016,3,18,17,1012 
2016,3,18,18,897 
2016,3,18,19,695 
2016,3,18,20,455 
2016,3,18,21,246 
2016,3,18,22,120 
2016,3,18,23,102 
2016,3,19,0,203 
2016,3,19,1,408 
2016,3,19,2,667 
2016,3,19,3,914 
2016,3,19,4,1089 
2016,3,19,5,1147 
2016,3,19,6,1076 
2016,3,19,7,900 
2016,3,19,8,657 
2016,3,19,9,396 
2016,3,19,10,185 
2016,3,19,11,78 
2016,3,19,12,88 
2016,3,19,13,209 
2016,3,19,14,422 
2016,3,19,15,674 
2016,3,19,16,886 
2016,3,19,17,1004 
2016,3,19,18,1011 
2016,3,19,19,909 
2016,3,19,20,718 
2016,3,19,21,488 
2016,3,19,22,282 
2016,3,19,23,147 
2016,3,20,0,115 
2016,3,20,1,204 
2016,3,20,2,398 
2016,3,20,3,648 
2016,3,20,4,890 
2016,3,20,5,1067 
2016,3,20,6,1131 
2016,3,20,7,1069 
2016,3,20,8,899 
2016,3,20,9,657 
2016,3,20,10,397 
2016,3,20,11,186 
2016,3,20,12,76 
2016,3,20,13,82 
2016,3,20,14,207 
2016,3,20,15,431 
2016,3,20,16,693 
2016,3,20,17,912 
2016,3,20,18,1037 
2016,3,20,19,1048 
2016,3,20,20,943 
2016,3,20,21,745 
2016,3,20,22,506 
2016,3,20,23,286 
2016,3,21,0,137 
2016,3,21,1,99 
2016,3,21,2,189 
2016,3,21,3,387 
2016,3,21,4,641 
2016,3,21,5,892 
2016,3,21,6,1077 
2016,3,21,7,1142 
2016,3,21,8,1072 
2016,3,21,9,891 
2016,3,21,10,637 
2016,3,21,11,368 
2016,3,21,12,154 
2016,3,21,13,46 
2016,3,21,14,67 
2016,3,21,15,218 
2016,3,21,16,470 
2016,3,21,17,750 
2016,3,21,18,978 
2016,3,21,19,1104 
2016,3,21,20,1105 
2016,3,21,21,980 
2016,3,21,22,758 
2016,3,21,23,495 
2016,3,22,0,256 
2016,3,22,1,100 
2016,3,22,2,69 
2016,3,22,3,175 
2016,3,22,4,388 
2016,3,22,5,659 
2016,3,22,6,925 
2016,3,22,7,1110 
2016,3,22,8,1158 
2016,3,22,9,1064 
2016,3,22,10,860 
2016,3,22,11,586 
2016,3,22,12,304 
2016,3,22,13,94 
2016,3,22,14,8 
2016,3,22,15,65 
2016,3,22,16,258 
2016,3,22,17,544 
2016,3,22,18,842 
2016,3,22,19,1073 
2016,3,22,20,1187 
2016,3,22,21,1158 
2016,3,22,22,995 
2016,3,22,23,737 
2016,3,23,0,448 
2016,3,23,1,198 
2016,3,23,2,50 
2016,3,23,3,44 
2016,3,23,4,177 
2016,3,23,5,416 
2016,3,23,6,709 
2016,3,23,7,982 
2016,3,23,8,1149 
2016,3,23,9,1162 
2016,3,23,10,1032 
2016,3,23,11,796 
2016,3,23,12,498 
2016,3,23,13,212 
2016,3,23,14,25 
2016,3,23,15,-17 
2016,3,23,16,92 
2016,3,23,17,333 
2016,3,23,18,650 
2016,3,23,19,958 
2016,3,23,20,1177 
2016,3,23,21,1256 
2016,3,23,22,1180 
2016,3,23,23,968 
2016,3,24,0,674 
2016,3,24,1,368 
2016,3,24,2,123 
2016,3,24,3,4 
2016,3,24,4,37 
2016,3,24,5,209 
2016,3,24,6,481 
2016,3,24,7,791 
2016,3,24,8,1052 
2016,3,24,9,1179 
2016,3,24,10,1144 
2016,3,24,11,970 
2016,3,24,12,698 
2016,3,24,13,381 
2016,3,24,14,111 
2016,3,24,15,-30 
2016,3,24,16,-14 
2016,3,24,17,152 
2016,3,24,18,439 
2016,3,24,19,780 
2016,3,24,20,1081 
2016,3,24,21,1265 
2016,3,24,22,1289 
2016,3,24,23,1152 
2016,3,25,0,891 
2016,3,25,1,570 
2016,3,25,2,263 
2016,3,25,3,46 
2016,3,25,4,-27 
2016,3,25,5,58 
2016,3,25,6,276 
2016,3,25,7,578 
2016,3,25,8,890 
2016,3,25,9,1116 
2016,3,25,10,1188 
2016,3,25,11,1097 
2016,3,25,12,876 
2016,3,25,13,572 
2016,3,25,14,256 
2016,3,25,15,26 
2016,3,25,16,-55 
2016,3,25,17,24 
2016,3,25,18,247 
2016,3,25,19,572 
2016,3,25,20,918 
2016,3,25,21,1188 
2016,3,25,22,1315 
2016,3,25,23,1272 
2016,3,26,0,1074 
2016,3,26,1,771 
2016,3,26,2,438 
2016,3,26,3,152 
2016,3,26,4,-18 
2016,3,26,5,-31 
2016,3,26,6,112 
2016,3,26,7,374 
2016,3,26,8,692 
2016,3,26,9,983 
2016,3,26,10,1158 
2016,3,26,11,1167 
2016,3,26,12,1019 
2016,3,26,13,755 
2016,3,26,14,435 
2016,3,26,15,145 
2016,3,26,16,-29 
2016,3,26,17,-45 
2016,3,26,18,95 
2016,3,26,19,369 
2016,3,26,20,717 
2016,3,26,21,1044 
2016,3,26,22,1260 
2016,3,26,23,1319 
2016,3,27,0,1208 
2016,3,27,1,955 
2016,3,27,2,627 
2016,3,27,3,303 
2016,3,27,4,56 
2016,3,27,5,-55 
2016,3,27,6,-3 
2016,3,27,7,195 
2016,3,27,8,487 
2016,3,27,9,800 
2016,3,27,10,1051 
2016,3,27,11,1166 
2016,3,27,12,1113 
2016,3,27,13,913 
2016,3,27,14,621 
2016,3,27,15,309 
2016,3,27,16,64 
2016,3,27,17,-48 
2016,3,27,18,-2 
2016,3,27,19,194 
2016,3,27,20,507 
2016,3,27,21,854 
2016,3,27,22,1137 
2016,3,27,23,1289 
2016,3,28,0,1281 
2016,3,28,1,1110 
2016,3,28,2,818 
2016,3,28,3,484 
2016,3,28,4,188 
2016,3,28,5,-7 
2016,3,28,6,-55 
2016,3,28,7,57 
2016,3,28,8,296 
2016,3,28,9,598 
2016,3,28,10,885 
2016,3,28,11,1084 
2016,3,28,12,1136 
2016,3,28,13,1026 
2016,3,28,14,790 
2016,3,28,15,492 
2016,3,28,16,210 
2016,3,28,17,19 
2016,3,28,18,-35 
2016,3,28,19,67 
2016,3,28,20,310 
2016,3,28,21,639 
2016,3,28,22,960 
2016,3,28,23,1187 
2016,3,29,0,1278 
2016,3,29,1,1213 
2016,3,29,2,995 
2016,3,29,3,683 
2016,3,29,4,367 
2016,3,29,5,114 
2016,3,29,6,-26 
2016,3,29,7,-17 
2016,3,29,8,141 
2016,3,29,9,401 
2016,3,29,10,690 
2016,3,29,11,936 
2016,3,29,12,1079 
2016,3,29,13,1074 
2016,3,29,14,921 
2016,3,29,15,669 
2016,3,29,16,386 
2016,3,29,17,145 
2016,3,29,18,5 
2016,3,29,19,4 
2016,3,29,20,152 
2016,3,29,21,424 
2016,3,29,22,745 
2016,3,29,23,1023 
2016,3,30,0,1197 
2016,3,30,1,1237 
2016,3,30,2,1125 
2016,3,30,3,879 
2016,3,30,4,572 
2016,3,30,5,290 
2016,3,30,6,84 
2016,3,30,7,-6 
2016,3,30,8,49 
2016,3,30,9,236 
2016,3,30,10,495 
2016,3,30,11,755 
2016,3,30,12,956 
2016,3,30,13,1046 
2016,3,30,14,996 
2016,3,30,15,820 
2016,3,30,16,571 
2016,3,30,17,315 
2016,3,30,18,114 
2016,3,30,19,18 
2016,3,30,20,61 
2016,3,30,21,242 
2016,3,30,22,520 
2016,3,30,23,815 
2016,3,31,0,1048 
2016,3,31,1,1178 
2016,3,31,2,1178 
2016,3,31,3,1034 
2016,3,31,4,779 
2016,3,31,5,496 
2016,3,31,6,253 
2016,3,31,7,88 
2016,3,31,8,38 
2016,3,31,9,126 
2016,3,31,10,325 
2016,3,31,11,569 
2016,3,31,12,796 
2016,3,31,13,956 
2016,3,31,14,1005 
2016,3,31,15,927 
2016,3,31,16,744 
2016,3,31,17,508 
2016,3,31,18,278 
2016,3,31,19,110 
2016,3,31,20,50 
2016,3,31,21,122 
2016,3,31,22,317 
2016,3,31,23,585 
2016,4,1,0,850 
2016,4,1,1,1049 
2016,4,1,2,1146 
2016,4,1,3,1117 
2016,4,1,4,955 
2016,4,1,5,709 
2016,4,1,6,454 
2016,4,1,7,241 
2016,4,1,8,106 
2016,4,1,9,86 
2016,4,1,10,194 
2016,4,1,11,392 
2016,4,1,12,618 
2016,4,1,13,821 
2016,4,1,14,953 
2016,4,1,15,978 
2016,4,1,16,888 
2016,4,1,17,708 
2016,4,1,18,483 
2016,4,1,19,270 
2016,4,1,20,124 
2016,4,1,21,86 
2016,4,1,22,172 
2016,4,1,23,366 
2016,4,2,0,621 
2016,4,2,1,865 
2016,4,2,2,1041 
2016,4,2,3,1116 
2016,4,2,4,1069 
2016,4,2,5,904 
2016,4,2,6,670 
2016,4,2,7,432 
2016,4,2,8,234 
2016,4,2,9,117 
2016,4,2,10,117 
2016,4,2,11,236 
2016,4,2,12,432 
2016,4,2,13,652 
2016,4,2,14,848 
2016,4,2,15,970 
2016,4,2,16,986 
2016,4,2,17,893 
2016,4,2,18,713 
2016,4,2,19,490 
2016,4,2,20,279 
2016,4,2,21,139 
2016,4,2,22,106 
2016,4,2,23,192 
2016,4,3,0,384 
2016,4,3,1,635 
2016,4,3,2,872 
2016,4,3,3,1039 
2016,4,3,4,1106 
2016,4,3,5,1052 
2016,4,3,6,886 
2016,4,3,7,655 
2016,4,3,8,415 
2016,4,3,9,216 
2016,4,3,10,105 
2016,4,3,11,117 
2016,4,3,12,244 
2016,4,3,13,448 
2016,4,3,14,683 
2016,4,3,15,893 
2016,4,3,16,1022 
2016,4,3,17,1040 
2016,4,3,18,945 
2016,4,3,19,755 
2016,4,3,20,515 
2016,4,3,21,288 
2016,4,3,22,136 
2016,4,3,23,93 
2016,4,4,0,176 
